## Audio-driven

| Year | Title                                                        | Conference/Journal                                           | Code                                                         | Project                                                      | Keywords                                                     |
| 2024 | [FaceChain-ImagineID] [FaceChain-ImagineID: Freely Crafting High-Fidelity Diverse Talking Faces from Disentangled Audio](https://arxiv.org/abs/2403.01901v2) | Arix 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [Talk3D] [Talk3D: High-Fidelity Talking Portrait Synthesis via Personalized 3D Generative Prior](http://arxiv.org/abs/2403.20153v1) | Arix 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [AniPortrait] [AniPortrait: Audio-Driven Synthesis of Photorealistic Portrait Animation](https://arxiv.org/abs/2403.17694) | Arix 2024                                                    |                                                              |                                                              | 🔥🔥🔥Similar to EMO                                            |
| 2024 | [Make-Your-Anchor] [Make-Your-Anchor: A Diffusion-based 2D Avatar Generation Framework](http://arxiv.org/abs/2403.17881v1) | CVPR 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [Adaptive Super Resolution For One-Shot Talking-Head Generation](http://arxiv.org/abs/2403.15944v1) | ICASSP 2024                                                  |                                                              |                                                              |                                                              |
| 2024 | [VLOGGER] [VLOGGER: Multimodal Diffusion for Embodied](https://enriccorona.github.io/vlogger/paper.pdf) | Arix 2024                                                    |                                                              |                                                              | Embodied                                                     |
| 2024 | [EmoVOCA] [EmoVOCA: Speech-Driven Emotional 3D Talking Heads](http://arxiv.org/abs/2403.12886v1) | Arix 2024                                                    |                                                              |                                                              | 3D, VOCA                                                     |
| 2024 | [ScanTalk] [ScanTalk: 3D Talking Heads from Unregistered Scans](https://arxiv.org/abs/2403.10942) | ECCV 2024                                                    |                                                              |                                                              | 3D                                                           |
| 2024 | [Style2Talker] [Style2Talker: High-Resolution Talking Head Generation with Emotion Style and Art Style](http://arxiv.org/abs/2403.06365v2) | Arix 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [EMO] [EMO: Emote Portrait Alive - Generating Expressive Portrait Videos with Audio2Video Diffusion Model under Weak Conditions](https://arxiv.org/abs/2402.17485v1) | Arix 2024                                                    |                                                              |                                                              | 🔥🔥🔥Amazing, Diffusion                                        |
| 2024 | [G4G] [G4G:A Generic Framework for High Fidelity Talking Face Generation with Fine-grained Intra-modal Alignment](http://arxiv.org/abs/2402.18122v1) | Arix 2024                                                    |                                                              |                                                              | A Generic Framework                                          |
| 2024 | [Learning Dynamic Tetrahedra for High-Quality Talking Head Synthesis](http://arxiv.org/abs/2402.17364v1) | CVPR 2024                                                    |                                                              |                                                              | High-Quality                                                 |
| 2024 | [DiffSpeaker] [DiffSpeaker: Speech-Driven 3D Facial Animation with Diffusion Transformer](http://arxiv.org/abs/2402.05712v1) | Arix 2024                                                    |                                                              |                                                              | 3D                                                           |
| 2024 | [EmoSpeaker] [EmoSpeaker: One-shot Fine-grained Emotion-Controlled Talking Face Generation](http://arxiv.org/abs/2402.01422v1) | Arix 2024                                                    |                                                              |                                                              | Emotion                                                      |
| 2024 | [NeRF-AD] [NeRF-AD: Neural Radiance Field with Attention-based Disentanglement for Talking Face Synthesis](http://arxiv.org/abs/2401.12568v1) | ICASSP 2024                                                  |                                                              |                                                              | AU                                                           |
| 2024 | [Real3D-Portrait] [Real3D-Portrait: One-shot Realistic 3D Talking Portrait Synthesis](http://arxiv.org/abs/2401.08503v2) | ICLR 2024                                                    |                                                              |                                                              | 3D, One-Shot,Realistic                                       |
| 2024 | [SyncTalk] [SyncTalk: The Devil😈 is in the Synchronization for Talking Head Synthesis](https://arxiv.org/abs/2311.17590) | CVPR 2024                                                    |                                                              |                                                              | 😈Talking Head                                                |
| 2024 | [AdaMesh] [AdaMesh: Personalized Facial Expressions and Head Poses for Adaptive   Speech-Driven 3D Facial Animation](http://arxiv.org/abs/2310.07236v2) | Arix 2024                                                    |                                                              |                                                              | 3D,Mesh                                                      |
| 2024 | [DREAM-Talk] [DREAM-Talk: Diffusion-based Realistic Emotional Audio-driven Method for Single Image Talking Face Generation](http://arxiv.org/abs/2312.13578v1) | Arix 2024                                                    |                                                              |                                                              | Emotion                                                      |
| 2024 | [AE-NeRF] [AE-NeRF: Audio Enhanced Neural Radiance Field for Few Shot Talking Head Synthesis](http://arxiv.org/abs/2312.10921v1) | AAAI 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [R2-Talker] [R2-Talker: Realistic Real-Time Talking Head Synthesis with Hash Grid Landmarks Encoding and Progressive Multilayer Conditioning](http://arxiv.org/abs/2312.05572v1) | Arxiv 2024                                                   |                                                              |                                                              | based-RAD-NeRF                                               |
| 2024 | [DT-NeRF] [DT-NeRF: Decomposed Triplane-Hash Neural Radiance Fields for High-Fidelity Talking Portrait Synthesis](https://arxiv.org/pdf/2309.07752) | ICASSP 2024                                                  | -                                                            | -                                                            | ER-NeRF                                                      |
| 2023 | [ER-NeRF] [Efficient Region-Aware Neural Radiance Fields for High-Fidelity Talking Portrait Synthesis](https://openaccess.thecvf.com/content/ICCV2023/papers/Li_Efficient_Region-Aware_Neural_Radiance_Fields_for_High-Fidelity_Talking_Portrait_Synthesis_ICCV_2023_paper.pdf) | ICCV 2023                                                    |                                                              |                                                              | Tri-plane                                                    |
| 2023 | [LipNeRF] [LipNeRF: What is the right feature space to lip-sync a NeRF?](https://www.amazon.science/publications/lipnerf-what-is-the-right-feature-space-to-lip-sync-a-nerf) | FG 2023                                                      |                                                              |                                                              | Wav2lip                                                      |
| 2024 | [VectorTalker] [VectorTalker: SVG Talking Face Generation with Progressive Vectorisation](http://arxiv.org/abs/2312.11568v1) | Arix 2024                                                    |                                                              |                                                              | SVG                                                          |
| 2024 | [Mimic] [Mimic: Speaking Style Disentanglement for Speech-Driven 3D Facial Animation](http://arxiv.org/abs/2312.10877v1) | AAAI 2024                                                    |                                                              |                                                              | 3D                                                           |
| 2024 | [DreamTalk] [DreamTalk: When Expressive Talking Head Generation Meets Diffusion Probabilistic Models](http://arxiv.org/abs/2312.09767v1) | Arix 2024                                                    |                                                              |                                                              | Diffusion                                                    |
| 2024 | [FaceTalk] [FaceTalk: Audio-Driven Motion Diffusion for Neural Parametric Head Models](http://arxiv.org/abs/2312.08459v1) | Arix 2024                                                    |                                                              |                                                              |                                                              |
| 2024 | [GSmoothFace] [GSmoothFace: Generalized Smooth Talking Face Generation via Fine Grained   3D Face Guidance](http://arxiv.org/abs/2312.07385v1) | Arix 2024                                                    |                                                              |                                                              | 3D                                                           |
| 2024 | [GMTalker] [GMTalker: Gaussian Mixture based Emotional talking video Portraits](http://arxiv.org/abs/2312.07669) | Arix 2024                                                    |                                                              |                                                              | Emotion                                                      |
| 2024 | [VividTalk] [VividTalk: One-Shot Audio-Driven Talking Head Generation Based on 3D Hybrid Prior](http://arxiv.org/abs/2312.01841v2) | Arix 2024                                                    |                                                              |                                                              | Mesh                                                         |
| 2024 | [GAIA] [GAIA: Zero-shot Talking Avatar Generation](https://arxiv.org/pdf/2311.15230.pdf) | Arix 2024                                                    | Code(coming)                                                 |                                                              | 😲😲😲                                                          |
| 2023 | [Implicit Identity Representation Conditioned Memory Compensation Network for Talking Head Video Generation](https://arxiv.org/abs/2307.10008) | ICCV 2023                                                    |                                                              |                                                              | -                                                            |
| 2023 | [ToonTalker] [ToonTalker: Cross-Domain Face Reenactment](https://openaccess.thecvf.com/content/ICCV2023/papers/Gong_ToonTalker_Cross-Domain_Face_Reenactment_ICCV_2023_paper.pdf) | ICCV 2023                                                    | -                                                            | -                                                            | -                                                            |
| 2023 | [Efficient Emotional Adaptation for Audio-Driven Talking-Head Generation](https://arxiv.org/abs/2309.04946) | ICCV 2023                                                    |                                                              |                                                              | -                                                            |
| 2023 | [EMMN] [EMMN: Emotional Motion Memory Network for Audio-driven Emotional Talking Face Generation](https://openaccess.thecvf.com/content/ICCV2023/papers/Tan_EMMN_Emotional_Motion_Memory_Network_for_Audio-driven_Emotional_Talking_Face_ICCV_2023_paper.pdf) | ICCV 2023                                                    | -                                                            | -                                                            | Emotion                                                      |
| 2023 | [Emotional Listener Portrait: Realistic Listener Motion Simulation in Conversation](https://openaccess.thecvf.com/content/ICCV2023/papers/Song_Emotional_Listener_Portrait_Neural_Listener_Head_Generation_with_Emotion_ICCV_2023_paper.pdf) | ICCV 2023                                                    | -                                                            | -                                                            | Emotion,LHG                                                  |
| 2023 | [MODA] [MODA: Mapping-Once Audio-driven Portrait Animation with Dual Attentions](https://arxiv.org/abs/2307.10008) | ICCV 2023                                                    | -                                                            | -                                                            | -                                                            |
| 2023 | [Facediffuser] [Facediffuser: Speech-driven 3d facial animation synthesis using diffusion](https://dl.acm.org/doi/abs/10.1145/3623264.3624447) | ACM SIGGRAPH MIG 2023                                        |                                                              |                                                              | 🔥Diffusion,3D                                                |
| 2023 | [Audio-Driven Dubbing for User Generated Contents via Style-Aware Semi-Parametric Synthesis](https://arxiv.org/abs/2309.00030) | TCSVT 2023                                                   | -                                                            | -                                                            |                                                              |
| 2023 | [SadTalker] [SadTalker: Learning Realistic 3D Motion Coefficients for Stylized Audio-Driven Single Image Talking Face Animation](https://arxiv.org/pdf/2211.12194.pdf) | CVPR 2023                                                    |                                                              |                                                              | 3D,Single Image                                              |
| 2023 | [EmoTalk] [EmoTalk: Speech-Driven Emotional Disentanglement for 3D Face Animation](https://arxiv.org/abs/2303.11089) | ICCV 2023                                                    |                                                              |                                                              | 3D,Emotion                                                   |
| 2023 | [Emotional Talking Head Generation based on Memory-Sharing and Attention-Augmented Networks](https://arxiv.org/abs/2306.03594) | InterSpeech 2023                                             |                                                              |                                                              | Emotion                                                      |
| 2023 | [DINet] [DINet: Deformation Inpainting Network for Realistic Face Visually Dubbing on High Resolution Video](https://fuxivirtualhuman.github.io/pdf/AAAI2023_FaceDubbing.pdf) | AAAI 2023                                                    |                                                              |                                                              |                                                              |
| 2023 | [StyleTalk] [StyleTalk: One-shot Talking Head Generation with Controllable Speaking Styles](https://arxiv.org/abs/2301.01081) | AAAI 2023                                                    |                                                              |                                                              | Style                                                        |
| 2023 | [High-fidelity Generalized Emotional Talking Face Generation with Multi-modal Emotion Space Learning](https://arxiv.org/abs/2305.02572) | CVPR 2023                                                    |                                                              |                                                              | Emotion                                                      |
| 2023 | [StyleSync] [StyleSync: High-Fidelity Generalized and Personalized Lip Sync in Style-based Generator](https://arxiv.org/pdf/2305.05445.pdf) | CVPR 2023                                                    |                                                              |                                                              | -                                                            |
| 2023 | [TalkLip] [TalkLip: Seeing What You Said - Talking Face Generation Guided by a Lip Reading Expert](https://arxiv.org/pdf/2303.17480.pdf) | CVPR 2023                                                    |                                                              |                                                              |                                                              |
| 2023 | [CodeTalker] [CodeTalker: Speech-Driven 3D Facial Animation with Discrete Motion Prior](https://arxiv.org/abs/2301.02379) | CVPR 2023                                                    |                                                              |                                                              | 3D,codebook                                                  |
| 2023 | [EmoGen] [Emotionally Enhanced Talking Face Generation](https://arxiv.org/pdf/2303.11548.pdf) | Arxiv 2023                                                   |                                                              |                                                              | Emotion                                                      |
| 2023 | [DAE-Talker] [DAE-Talker: High Fidelity Speech-Driven Talking Face Generation with Diffusion Autoencoder](https://arxiv.org/pdf/2303.17550.pdf) | ACMM 2023                                                    |                                                              |                                                              | 🔥Diffusion                                                   |
| 2023 | [READ Avatars] [READ Avatars: Realistic Emotion-controllable Audio Driven Avatars](https://arxiv.org/abs/2303.00744) | Arxiv 2023                                                   |                                                              |                                                              | -                                                            |
| 2023 | [DiffTalk] [DiffTalk: Crafting Diffusion Models for Generalized Talking Head Synthesis](https://arxiv.org/abs/2301.03786) | CVPR 2023                                                    |                                                              |                                                              | 🔥Diffusion                                                   |
| 2023 | [Diffused Heads] [Diffused Heads: Diffusion Models Beat GANs on Talking-Face Generation](https://mstypulkowski.github.io/diffusedheads/diffused_heads.pdf) | Arxiv 2023                                                   | -                                                            |                                                              | 🔥Diffusion                                                   |
| 2022 | [VideoReTalking] [VideoReTalking: Audio-based Lip Synchronization for Talking Head Video Editing In the Wild](https://arxiv.org/abs/2211.14758) | SIGGRAPH 2022                                                |                                                              |                                                              |                                                              |
| 2022 | [MemFace] [Expressive Talking Head Generation with Granular Audio-Visual Control](https://openaccess.thecvf.com/content/CVPR2022/papers/Liang_Expressive_Talking_Head_Generation_With_Granular_Audio-Visual_Control_CVPR_2022_paper.pdf) | CVPR 2022                                                    | -                                                            | -                                                            | -                                                            |
| 2022 | [Talking Face Generation with Multilingual TTS](https://openaccess.thecvf.com/content/CVPR2022/papers/Song_Talking_Face_Generation_With_Multilingual_TTS_CVPR_2022_paper.pdf) | CVPR 2022                                                    |                                                              |                                                              | -                                                            |
| 2022 | [EAMM] [EAMM: One-Shot Emotional Talking Face via Audio-Based Emotion-Aware Motion Model](https://arxiv.org/pdf/2205.15278.pdf) | SIGGRAPH 2022                                                | -                                                            | -                                                            | Emotion                                                      |
| 2022 | [SPACEx] [SPACEx 🚀: Speech-driven Portrait Animation with Controllable Expression](https://arxiv.org/pdf/2211.09809.pdf) | arXiv 2022                                                   | -                                                            | [Project](https://deepimagination.cc/SPACEx/)                | -                                                            |
| 2022 | [AV-CAT] [Masked Lip-Sync Prediction by Audio-Visual Contextual Exploitation in Transformers](https://arxiv.org/pdf/2212.04970.pdf) | SIGGRAPH Asia 2022                                           | -                                                            | -                                                            | -                                                            |
| 2022 | [MemFace] [Memories are One-to-Many Mapping Alleviators in Talking Face Generation](https://arxiv.org/pdf/2212.05005.pdf) | arXiv 2022                                                   | -                                                            | -                                                            | -                                                            |
| 2021 | [PC-AVS] [PC-AVS: Pose-Controllable Talking Face Generation by Implicitly Modularized Audio-Visual Representation](https://arxiv.org/abs/2104.11116) | CVPR 2021                                                    |                                                              |                                                              | -                                                            |
| 2021 | [IATS] [Imitating Arbitrary Talking Style for Realistic Audio-Driven Talking Face Synthesis](https://arxiv.org/abs/2111.00203) | ACM MM 2021                                                  | -                                                            | -                                                            | -                                                            |
| 2021 | [Speech2Talking-Face] [Speech2Talking-Face: Inferring and Driving a Face with Synchronized Audio-Visual Representation](https://www.ijcai.org/proceedings/2021/0141.pdf) | IJCAI 2021                                                   | -                                                            | -                                                            | -                                                            |
| 2021 | [FAU] [Talking Head Generation with Audio and Speech Related Facial Action Units](https://arxiv.org/pdf/2110.09951.pdf) | BMVC 2021                                                    | -                                                            | -                                                            | AU                                                           |
| 2021 | [EVP] [Audio-Driven Emotional Video Portraits](https://openaccess.thecvf.com/content/CVPR2021/papers/Ji_Audio-Driven_Emotional_Video_Portraits_CVPR_2021_paper.pdf) | CVPR 2021                                                    |                                                              |                                                              | Emotion                                                      |
| 2021 | [IATS] [IATS: Imitating Arbitrary Talking Style for Realistic Audio-Driven Talking Face Synthesis](https://dl.acm.org/doi/pdf/10.1145/3474085.3475280) | ACM Multimedia 2021                                          | -                                                            | -                                                            | -                                                            |
| 2020 | [Wav2Lip] [A Lip Sync Expert Is All You Need for Speech to Lip Generation In The Wild](http://arxiv.org/pdf/2008.10010.pdf) | ACM Multimedia 2020                                          |                                                              |                                                              | -                                                            |
| 2020 | [RhythmicHead] [Talking-head Generation with Rhythmic Head Motion](https://arxiv.org/pdf/2007.08547v1.pdf) | ECCV 2020                                                    |                                                              |                                                              | -                                                            |
| 2020 | [MakeItTalk] [Speaker-Aware Talking-Head Animation](https://arxiv.org/pdf/2006.09661.pdf) | SIGGRAPH Asia 2020                                           |                                                              |                                                              | -                                                            |
| 2020 | [Neural Voice Puppetry] [Audio-driven Facial Reenactment](https://arxiv.org/pdf/1912.05566.pdf) | ECCV 2020                                                    |                                                              |                                                              | -                                                            |
| 2020 | [MEAD] [A Large-scale Audio-visual Dataset for Emotional Talking-face Generation](https://www.ecva.net/papers/eccv_2020/papers_ECCV/papers/123660698.pdf) | ECCV 2020                                                    |                                                              |                                                              | -                                                            |
| 2020 | [Realistic Speech-Driven Facial Animation with GANs](https://arxiv.org/pdf/1906.06337.pdf) | IJCV 2020                                                    |                                                              |                                                              | -                                                            |
| 2019 | [DAVS] [Talking Face Generation by Adversarially Disentangled Audio-Visual Representation](https://arxiv.org/pdf/1807.07860.pdf) | AAAI 2019                                                    |                                                              |                                                              | -                                                            |
| 2019 | [ATVGnet] [Hierarchical Cross-modal Talking Face Generation with Dynamic Pixel-wise Loss](https://www.cs.rochester.edu/~cxu22/p/cvpr2019_facegen_paper.pdf) | CVPR 2019                                                    |                                                              |                                                              | -                                                            |
| 2018 | [Lip Movements Generation at a Glance](https://openaccess.thecvf.com/content_ECCV_2018/papers/Lele_Chen_Lip_Movements_Generation_ECCV_2018_paper.pdf) | ECCV 2018                                                    |                                                              |                                                              | -                                                            |
| 2018 | [VisemeNet] [Audio-Driven Animator-Centric Speech Animation](https://arxiv.org/pdf/1805.09488.pdf) | SIGGRAPH 2018                                                |                                                              |                                                              | -                                                            |
| 2017 | [Synthesizing Obama] [Learning Lip Sync From Audio](https://grail.cs.washington.edu/projects/AudioToObama/siggraph17_obama.pdf) | SIGGRAPH 2017                                                |                                                              |                                                              | -                                                            |
| 2017 | [You Said That?] [Synthesising Talking Faces From Audio](https://arxiv.org/abs/1705.02966) | BMVC 2019                                                    |                                                              |                                                              | -                                                            |
| 2017 | [Audio-Driven Facial Animation by Joint End-to-End Learning of Pose and Emotion](https://users.aalto.fi/~laines9/publications/karras2017siggraph_paper.pdf) | SIGGRAPH 2017                                                |                                                              |                                                              | -                                                            |
| 2017 | [A Deep Learning Approach for Generalized Speech Animation](https://home.ttic.edu/~taehwan/taylor_etal_siggraph2017.pdf) | SIGGRAPH 2017                                                |                                                              |                                                              | -                                                            |
| 2016 | [LRW] [Lip Reading in the Wild](https://www.robots.ox.ac.uk/~vgg/publications/2016/Chung16/chung16.pdf) | ACCV 2016                                                    |                                                              |                                                              | -                                                            |
---



